model,family,scope,horizon_hours,feature_set,train_rmse_ug_m3,train_mae_ug_m3,train_r2,train_bias_ug_m3,train_bucket_accuracy,train_bucket_f1_macro,train_usg_plus_recall,train_usg_plus_precision,train_unhealthy_plus_recall,train_unhealthy_plus_precision,val_rmse_ug_m3,val_mae_ug_m3,val_r2,val_bias_ug_m3,val_bucket_accuracy,val_bucket_f1_macro,val_usg_plus_recall,val_usg_plus_precision,val_unhealthy_plus_recall,val_unhealthy_plus_precision,test_rmse_ug_m3,test_mae_ug_m3,test_r2,test_bias_ug_m3,test_bucket_accuracy,test_bucket_f1_macro,test_usg_plus_recall,test_usg_plus_precision,test_unhealthy_plus_recall,test_unhealthy_plus_precision
LSTM,deep recurrent neural network,All three cities,24,sequence_48h_pollution_weather_city,14.277377321377271,9.673874315864524,0.5012934787308925,2.8655197057195285,0.7265170044258095,0.2948109696497497,0.6849323201139872,0.6553624176323563,0.6387287996048082,0.5252538930264049,18.620789173700256,11.40602183728868,0.45253703972824977,-3.748384400344413,0.6548129981606376,0.27461987684975736,0.6130013305455236,0.7984649665758852,0.3717090584560464,0.6363636363636364,16.068417624860412,10.379282187350043,0.579820026256591,0.4666962649518668,0.7315212207916071,0.302390345748947,0.7036857419980601,0.7193852255825484,0.5856615709014233,0.6766138855054811
