feature_set,numeric_feature_count,encoded_feature_count,best_iteration,val_rmse_ug_m3,val_mae_ug_m3,val_r2,val_bias_ug_m3,val_bucket_accuracy,val_bucket_f1_macro,val_usg_plus_recall,val_usg_plus_precision,val_unhealthy_plus_recall,val_unhealthy_plus_precision
full_with_osm,74,81,150,18.244111498359413,11.07828594201007,0.47446213680788984,-2.3624988399073965,0.652428639553103,0.2824397351747872,0.7719064816574795,0.7410583941605839,0.3119143239625167,0.6873156342182891
history_pollution,46,53,116,18.24783212694018,11.067724571563266,0.4742477629179561,-1.937971449440803,0.6591729681858437,0.29165205013475204,0.7793195210036115,0.747220703480955,0.39134315037929496,0.6355072463768116
weather_enriched,68,75,154,18.27086687680878,11.067032750187717,0.47291958158151104,-2.503622711756483,0.6508617753252947,0.28098091588373353,0.7639232085154913,0.7419235739339117,0.3119143239625167,0.6753623188405797
