model,city,rows,rmse_ug_m3,mae_ug_m3,r2,bias_ug_m3,bucket_accuracy,bucket_f1_macro,usg_plus_recall,usg_plus_precision,unhealthy_plus_recall,unhealthy_plus_precision
LSTM,Hà Nội,4893,24.599313350509235,18.181837284299412,0.3932965542925918,-0.3194657083866469,0.5289188636828122,0.2699954114925293,0.8451032644903398,0.7501478415138971,0.6670680313064419,0.6764346764346765
LSTM,TP.HCM,4893,10.493072987677163,7.7546173115973325,0.3005027027476668,1.468098111506403,0.8097281831187411,0.20979437740957363,0.34543325526932084,0.5202821869488536,0.0,0.0
LSTM,Đà Nẵng,4893,7.7039818833842215,5.20139196615338,0.41954454228906213,0.25145639173584494,0.8559166155732679,0.2049083532878914,0.26119402985074625,0.8235294117647058,0.04411764705882353,0.75
