model,family,scope,horizon_hours,feature_set,train_rmse_ug_m3,train_mae_ug_m3,train_r2,train_bias_ug_m3,train_bucket_accuracy,train_bucket_f1_macro,train_usg_plus_recall,train_usg_plus_precision,train_unhealthy_plus_recall,train_unhealthy_plus_precision,val_rmse_ug_m3,val_mae_ug_m3,val_r2,val_bias_ug_m3,val_bucket_accuracy,val_bucket_f1_macro,val_usg_plus_recall,val_usg_plus_precision,val_unhealthy_plus_recall,val_unhealthy_plus_precision,test_rmse_ug_m3,test_mae_ug_m3,test_r2,test_bias_ug_m3,test_bucket_accuracy,test_bucket_f1_macro,test_usg_plus_recall,test_usg_plus_precision,test_unhealthy_plus_recall,test_unhealthy_plus_precision
XGBoost,gradient boosted trees,All three cities,24,full_with_osm,12.866314261482627,8.645267489860226,0.5947072113392083,-8.68569791570798e-05,0.7390489473913612,0.3056856246630602,0.6791693782168846,0.683414692225265,0.4519783286816615,0.6712996830041453,18.155728033471178,11.095328679953083,0.47954173158104674,-2.01919336583392,0.6553579944137884,0.2888560727208493,0.7639232085154913,0.7408294930875576,0.36635430611334224,0.6768342951360263,16.042270822243232,10.285114813172548,0.5811863616973488,0.25381221315160546,0.7226650316779072,0.3070754019923323,0.7596993210475267,0.6799045138888888,0.5846072746441751,0.6905354919053549
