,precision,recall,f1-score,support
Good,0.0,0.0,0.0,551.0
Moderate,0.8504617217753947,0.8561575369852059,0.8533001245330012,10004.0
USG,0.3627581612258494,0.48899865289627303,0.4165232358003442,2227.0
Unhealthy,0.5940224159402242,0.5527230590961761,0.5726290516206483,1726.0
Very Unhealthy,0.0,0.0,0.0,171.0
Hazardous,0.0,0.0,0.0,0.0
accuracy,0.7226650316779072,0.7226650316779072,0.7226650316779072,0.7226650316779072
macro avg,0.3012070498235781,0.3163132081629425,0.3070754019923323,14679.0
weighted avg,0.7044869663876179,0.7226650316779072,0.7120627723314088,14679.0
