model,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
XGBoost,0.6627522440440035,0.4294629840441872,0.3153763706816016,0.3192007055497537,0.6826763336519553,0.6627522440440035,0.632989968505043
