model,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
LSTM,0.6104368932038835,0.26478331126041943,0.20464188425164823,0.18908251850263,0.5104532650126782,0.6104368932038835,0.5095775191714526
