model,scope,horizon_hours,feature_set,feature_count,supervised_rows,data_start_time,data_end_time,train_rmse_ug_m3,val_rmse_ug_m3,test_rmse_ug_m3,test_mae_ug_m3,test_r2,bucket_accuracy,bucket_f1_macro,usg_plus_recall,usg_plus_precision,unhealthy_plus_recall,unhealthy_plus_precision
XGBoost,All three cities,24,weather_enriched,75,98331,2022-08-12T07:00:00,2026-05-08T23:00:00,12.763551985380696,18.095191662963646,15.957416040680002,10.231795807464286,0.5856052312027429,0.7248450166905103,0.3079431728447283,0.7657613967022309,0.6856274424663482,0.5840801265155509,0.6860681114551084
