model,city,rows,rmse_ug_m3,mae_ug_m3,r2,bias_ug_m3
LSTM,Hà Nội,117432,23.280296648918554,16.44009090887525,0.4598721430377589,-5.091752490936243
LSTM,TP.HCM,117432,10.79916698368464,8.419504194050445,0.26015448391019025,4.292298382729794
LSTM,Đà Nẵng,117432,6.860860200819081,4.821861800330318,0.5402534811115255,1.0274001515320144
SARIMAX,Hà Nội,117432,25.353867528259453,17.71981947616982,0.35936894111522066,-1.5571542917870766
SARIMAX,TP.HCM,117432,10.60009259628055,7.265786898952803,0.287180041796139,-0.383360143132346
SARIMAX,Đà Nẵng,117432,6.962183364082037,4.5581269577009005,0.5265738707994818,0.30109323470253657
XGBoost,Hà Nội,117432,21.874948906516,15.26862688330581,0.523115012293573,-2.4877106698200597
XGBoost,TP.HCM,117432,9.89520903955398,6.932587836843492,0.37882999064199585,0.5398165790064555
XGBoost,Đà Nẵng,117432,6.656217564186302,4.5313414956028,0.5672706753014591,1.0826748526234808
