model,candidate,best_iteration,train_rmse_ug_m3,train_mae_ug_m3,train_r2,train_bias_ug_m3,train_bucket_accuracy,train_bucket_f1_macro,train_usg_plus_recall,train_usg_plus_precision,train_unhealthy_plus_recall,train_unhealthy_plus_precision,val_rmse_ug_m3,val_mae_ug_m3,val_r2,val_bias_ug_m3,val_bucket_accuracy,val_bucket_f1_macro,val_usg_plus_recall,val_usg_plus_precision,val_unhealthy_plus_recall,val_unhealthy_plus_precision,test_rmse_ug_m3,test_mae_ug_m3,test_r2,test_bias_ug_m3,test_bucket_accuracy,test_bucket_f1_macro,test_usg_plus_recall,test_usg_plus_precision,test_unhealthy_plus_recall,test_unhealthy_plus_precision
CatBoost,depth4_regularized,150,13.371024521930293,8.908503078557665,0.5622865041768805,-0.0033694165908628596,0.732060613985384,0.2934150080066566,0.6718334023546116,0.6706035195464746,0.4385158430471187,0.6376223442349009,18.152898329750727,10.988633178126074,0.47970395343487504,-2.3797904307834554,0.6556986170720076,0.28575198876680247,0.7635430526515872,0.7467930842163971,0.3431503792949576,0.6823425022182786,16.01754352054631,10.244010943512391,0.5824764720458913,0.013300815416234133,0.7269568771714694,0.3086272865267004,0.752909796314258,0.6883174462425183,0.5861887190300474,0.6998112020138452
