model,cv_fold,horizon,rmse_ug_m3,mae_ug_m3,r2,bias_ug_m3
LSTM,3,13,16.625900437025397,10.510136676784434,0.4897413246555067,-3.9384313978221814
LSTM,3,14,16.401585678300545,10.417558807136658,0.5068175735595508,-3.6498076089190756
LSTM,3,15,16.438906257640298,10.50858673989306,0.5081321578702978,-3.698684684329996
LSTM,3,16,16.441784288784543,10.505689604216624,0.5114728154343777,-3.683157616973451
LSTM,3,17,16.50880063348845,10.564811571333577,0.5095025467229688,-3.906449363066868
LSTM,3,18,16.545195392052097,10.588987777198218,0.508358825775062,-3.956692026714343
LSTM,3,19,16.583319458662626,10.690512976160981,0.5065985567811195,-3.6902223722115637
LSTM,3,20,16.48309514690357,10.631115849423173,0.5128757765620897,-3.694570752963104
LSTM,3,21,16.43900160411989,10.623473592400348,0.5157063731850184,-3.707552940373848
LSTM,3,22,16.461827188277724,10.58758948166678,0.5144860490430694,-3.666047596436275
LSTM,3,23,16.439709322984786,10.541150868032348,0.5158312213740734,-3.5359118417772986
LSTM,3,24,16.368183575473864,10.475901781510121,0.519959745288405,-3.602027247737044
LSTM,4,1,10.188765500793858,5.9918161842395605,0.8347882190125603,-1.8706567398609555
LSTM,4,2,11.417216342264744,6.748810877179157,0.7925237914565286,-2.104059792507564
LSTM,4,3,12.65739535321059,7.509622529874306,0.7449444136460349,-2.1676970035589385
LSTM,4,4,13.943567586818133,8.232734811362882,0.6903659431269701,-2.547293548219937
LSTM,4,5,14.919215074208985,8.714666879006446,0.645238517744328,-2.629499403798182
LSTM,4,6,15.746114958101671,9.140372368163128,0.604343626453894,-2.7111343167310844
LSTM,4,7,16.260559615421737,9.420638275211493,0.5774926670899285,-2.7612635144426783
LSTM,4,8,16.594947154824947,9.632796922344372,0.5591089163490812,-2.694757322234691
LSTM,4,9,16.84313968484428,9.756561901102929,0.5446701899287683,-2.6680136811920145
LSTM,4,10,16.89174344659232,9.846310268199273,0.540837795921434,-2.293463146532159
LSTM,4,11,16.947437119338968,9.837077531899086,0.5365350636370378,-2.164029793326515
LSTM,4,12,16.928320437394525,9.860613426970396,0.5358832052158065,-1.95623602480326
LSTM,4,13,16.914560751329066,9.891379104281414,0.5340119927815852,-1.907463055008028
LSTM,4,14,16.801044437106704,9.920440138808383,0.5374904949328642,-1.4797914536208947
LSTM,4,15,16.815893600016153,10.008174094685748,0.5336097155330687,-1.2901345227637415
LSTM,4,16,16.759850235040922,9.980566929633225,0.5335977208885818,-1.0955641966249638
LSTM,4,17,16.827638813019274,10.04635292500481,0.5280463789542384,-1.1322332375701303
LSTM,4,18,16.88483633615083,10.059096078996197,0.5240715892191915,-1.0815117102702942
