metric,point_estimate,ci_95_lower,ci_95_upper,bootstrap_unit,iterations
rmse_ug_m3,15.957416049532375,14.950148719815985,17.07326719783728,target day,600
mae_ug_m3,10.231795814496902,9.68055882464359,10.772948589970671,target day,600
r2,0.5856052307429721,0.5514833816896378,0.6169997003484334,target day,600
bias_ug_m3,0.2799236249744534,-0.6488995441630527,1.0971432381578496,target day,600
