model,family,scope,horizon_hours,feature_set,train_rmse_ug_m3,train_mae_ug_m3,train_r2,train_bias_ug_m3,train_bucket_accuracy,train_bucket_f1_macro,train_usg_plus_recall,train_usg_plus_precision,train_unhealthy_plus_recall,train_unhealthy_plus_precision,val_rmse_ug_m3,val_mae_ug_m3,val_r2,val_bias_ug_m3,val_bucket_accuracy,val_bucket_f1_macro,val_usg_plus_recall,val_usg_plus_precision,val_unhealthy_plus_recall,val_unhealthy_plus_precision,test_rmse_ug_m3,test_mae_ug_m3,test_r2,test_bias_ug_m3,test_bucket_accuracy,test_bucket_f1_macro,test_usg_plus_recall,test_usg_plus_precision,test_unhealthy_plus_recall,test_unhealthy_plus_precision,val_rmse_improvement_vs_naive_pct,selected_for_deployment
Seasonal Naive,baseline,All three cities,24,current PM2.5 only,16.57031616537221,10.33626233128478,0.3277633960773336,0.0001191358293742,0.7057780877246509,0.3770774491787181,0.6393539608353547,0.6393539608353547,0.4981119684780824,0.4981119684780824,21.01389788251833,12.700912868724028,0.302776831201114,0.0087131275972478,0.6444580693507732,0.3856637121549093,0.7359817525185326,0.7371026080335047,0.5452922802320392,0.5467561521252796,19.006541984027827,11.719354179440014,0.4121109829267426,0.0359016281763062,0.6969139587165338,0.3718722610510024,0.683074684772066,0.6822475175587309,0.5962045334739061,0.5943247503941146,0.0,False
