validation_rank,model,family,scope,horizon_hours,feature_set,train_rmse_ug_m3,train_mae_ug_m3,train_r2,train_bias_ug_m3,train_bucket_accuracy,train_bucket_f1_macro,train_usg_plus_recall,train_usg_plus_precision,train_unhealthy_plus_recall,train_unhealthy_plus_precision,val_rmse_ug_m3,val_mae_ug_m3,val_r2,val_bias_ug_m3,val_bucket_accuracy,val_bucket_f1_macro,val_usg_plus_recall,val_usg_plus_precision,val_unhealthy_plus_recall,val_unhealthy_plus_precision,test_rmse_ug_m3,test_mae_ug_m3,test_r2,test_bias_ug_m3,test_bucket_accuracy,test_bucket_f1_macro,test_usg_plus_recall,test_usg_plus_precision,test_unhealthy_plus_recall,test_unhealthy_plus_precision,val_generalization_gap_ug_m3,val_generalization_gap_pct,selected_within_original_suite,selection_metric
1,XGBoost,gradient boosted trees,All three cities,24,weather_enriched,12.763551985380696,8.587711578651463,0.6011554428476906,-0.0019197982248046,0.7392232925075186,0.3049517216400538,0.6782819617819322,0.6844367500447734,0.4521425053357412,0.6725274725274726,18.095191662963646,11.056819503298737,0.4830066577388797,-1.9644880414991743,0.6544042509707746,0.2904581506960004,0.7663942216308687,0.735632183908046,0.3850959393128068,0.6689922480620155,15.957416040680002,10.231795807464286,0.5856052312027429,0.2799236217436149,0.7248450166905103,0.3079431728447283,0.7657613967022309,0.6856274424663482,0.5840801265155509,0.6860681114551084,5.331639677582951,41.77238188624751,True,Validation RMSE
2,SARIMAX,city-specific seasonal time series,All three cities,24,pollution_weather_8,14.260489017949824,9.38902706361444,0.5021145856929426,-0.0370685982312035,0.7216144357756178,0.2882523229596377,0.6537892681772467,0.6550293402880683,0.3815465440814316,0.6125461254612546,18.553699182830947,11.160072577964865,0.4564749091235472,-3.688063156562616,0.6575379794263915,0.2817599967287016,0.6787682950009504,0.7856985698569857,0.3248549754573851,0.6746987951807228,16.41267695688851,10.33738340834308,0.5616227869640427,-0.8432460496430476,0.7202806730703727,0.3044452961866999,0.7167798254122212,0.6960207205085943,0.4828676858197153,0.7375201288244766,4.293210164881122,30.105630735925075,False,Validation RMSE
3,LSTM,deep recurrent neural network,All three cities,24,sequence_48h_pollution_weather_city,14.277377321377273,9.673874315864524,0.5012934787308925,2.8655197057195285,0.7265170044258095,0.2948109696497497,0.6849323201139872,0.6553624176323563,0.6387287996048082,0.5252538930264049,18.620789173700256,11.40602183728868,0.4525370397282497,-3.748384400344413,0.6548129981606376,0.2746198768497573,0.6130013305455236,0.7984649665758852,0.3717090584560464,0.6363636363636364,16.068417624860412,10.379282187350045,0.579820026256591,0.4666962649518668,0.7315212207916071,0.302390345748947,0.7036857419980601,0.7193852255825484,0.5856615709014233,0.6766138855054811,4.343411852322983,30.421636653250506,False,Validation RMSE
