model,split,rows,mean_horizon_rmse_ug_m3,mean_horizon_mae_ug_m3,global_rmse_ug_m3,global_mae_ug_m3,global_r2,global_bias_ug_m3
XGBoost,test,352296,14.01252198196599,8.910852071917368,14.38441035590196,8.91085207191737,0.6649441299479857,-0.28840641273004136
XGBoost,validation,352296,15.851590269170392,9.763920587504552,16.270425574019015,9.763920587504556,0.5812093493872732,-1.8244053261494786
