model,scope,horizon_hours,feature_count,supervised_rows,data_start_time,data_end_time,train_rmse_ug_m3,val_rmse_ug_m3,test_rmse_ug_m3,test_mae_ug_m3,test_r2,bucket_accuracy,bucket_f1_macro,usg_plus_recall,usg_plus_precision,unhealthy_plus_recall,unhealthy_plus_precision
XGBoost,All three cities,24,81,98331,2022-08-12T07:00:00,2026-05-08T23:00:00,12.866314261482627,18.155728033471178,16.042270822243232,10.285114813172548,0.5811863616973488,0.7226650316779072,0.3070754019923323,0.7596993210475267,0.6799045138888888,0.5846072746441751,0.6905354919053549
