model,split,rows,mean_horizon_rmse_ug_m3,mean_horizon_mae_ug_m3,global_rmse_ug_m3,global_mae_ug_m3,global_r2,global_bias_ug_m3
SARIMAX,test,352296,16.007236466399707,9.847911110941176,16.36716793752411,9.847911110941173,0.5662093568324571,-0.5464737334056291
SARIMAX,validation,352296,17.76418164927645,10.989858513021701,18.185878455158896,10.989858513021701,0.4768000176070827,-1.465379581977036
