model,family,scope,horizon_hours,feature_set,train_rmse_ug_m3,train_mae_ug_m3,train_r2,train_bias_ug_m3,train_bucket_accuracy,train_bucket_f1_macro,train_usg_plus_recall,train_usg_plus_precision,train_unhealthy_plus_recall,train_unhealthy_plus_precision,val_rmse_ug_m3,val_mae_ug_m3,val_r2,val_bias_ug_m3,val_bucket_accuracy,val_bucket_f1_macro,val_usg_plus_recall,val_usg_plus_precision,val_unhealthy_plus_recall,val_unhealthy_plus_precision,test_rmse_ug_m3,test_mae_ug_m3,test_r2,test_bias_ug_m3,test_bucket_accuracy,test_bucket_f1_macro,test_usg_plus_recall,test_usg_plus_precision,test_unhealthy_plus_recall,test_unhealthy_plus_precision
XGBoost,gradient boosted trees,All three cities,24,weather_enriched,12.763551985380696,8.587711578651463,0.6011554428476906,-0.001919798224804606,0.7392232925075186,0.30495172164005385,0.6782819617819322,0.6844367500447734,0.45214250533574124,0.6725274725274726,18.095191662963646,11.056819503298735,0.48300665773887974,-1.9644880414991746,0.6544042509707746,0.2904581506960004,0.7663942216308687,0.735632183908046,0.3850959393128068,0.6689922480620155,15.957416040680002,10.231795807464286,0.5856052312027429,0.2799236217436149,0.7248450166905103,0.30794317284472833,0.7657613967022309,0.6856274424663482,0.5840801265155509,0.6860681114551084
