model,family,scope,horizon_hours,feature_set,train_rmse_ug_m3,train_mae_ug_m3,train_r2,train_bias_ug_m3,train_bucket_accuracy,train_bucket_f1_macro,train_usg_plus_recall,train_usg_plus_precision,train_unhealthy_plus_recall,train_unhealthy_plus_precision,val_rmse_ug_m3,val_mae_ug_m3,val_r2,val_bias_ug_m3,val_bucket_accuracy,val_bucket_f1_macro,val_usg_plus_recall,val_usg_plus_precision,val_unhealthy_plus_recall,val_unhealthy_plus_precision,test_rmse_ug_m3,test_mae_ug_m3,test_r2,test_bias_ug_m3,test_bucket_accuracy,test_bucket_f1_macro,test_usg_plus_recall,test_usg_plus_precision,test_unhealthy_plus_recall,test_unhealthy_plus_precision
SARIMAX,city-specific seasonal time series,All three cities,24,pollution_weather_8,14.260489017949823,9.389027063614439,0.5021145856929426,-0.03706859823120353,0.7216144357756178,0.2882523229596377,0.6537892681772467,0.6550293402880683,0.3815465440814316,0.6125461254612546,18.553699182830947,11.160072577964863,0.45647490912354727,-3.6880631565626163,0.6575379794263915,0.2817599967287016,0.6787682950009504,0.7856985698569857,0.3248549754573851,0.6746987951807228,16.41267695688851,10.337383408343081,0.5616227869640427,-0.8432460496430476,0.7202806730703727,0.30444529618669997,0.7167798254122212,0.6960207205085943,0.48286768581971534,0.7375201288244766
