model,city,rows,rmse_ug_m3,mae_ug_m3,r2,bias_ug_m3,bucket_accuracy,bucket_f1_macro,usg_plus_recall,usg_plus_precision,unhealthy_plus_recall,unhealthy_plus_precision
SARIMAX,Hà Nội,4893,25.33585740757512,18.48030228478735,0.3564212373987128,-3.086194189317417,0.4909053750255467,0.2546866778596854,0.8774150566289141,0.7159554226692035,0.5424443106562312,0.7355102040816327
SARIMAX,TP.HCM,4893,10.66040932110682,7.5955654483119375,0.278014602236752,0.1961485475626258,0.809319435928878,0.1990801377261679,0.2599531615925058,0.5091743119266054,0.0,0.0
SARIMAX,Đà Nẵng,4893,7.25106179831736,4.9362824919299575,0.485788711740454,0.3603074928256476,0.8606172082566932,0.2782117777558334,0.373134328358209,0.7575757575757576,0.2205882352941176,1.0
XGBoost,Hà Nội,4893,24.56927165494705,18.103970788316005,0.3947775119548865,-1.4642389336076709,0.5109339873288371,0.2639331072614022,0.902398401065956,0.7160983346550357,0.6568332329921734,0.6891977258370183
XGBoost,TP.HCM,4893,10.396373781562463,7.379791693781969,0.3133357708892607,0.6110551323063312,0.8095238095238095,0.2129767358394621,0.3676814988290398,0.5164473684210527,0.0,0.0
XGBoost,Đà Nẵng,4893,7.223827422184902,5.2116249402948815,0.4896441262118193,1.692954666532185,0.8540772532188842,0.2738402591530771,0.503731343283582,0.627906976744186,0.25,0.5483870967741935
LSTM,Hà Nội,4893,24.599313350509235,18.18183728429941,0.3932965542925918,-0.3194657083866469,0.5289188636828122,0.2699954114925293,0.8451032644903398,0.7501478415138971,0.6670680313064419,0.6764346764346765
LSTM,TP.HCM,4893,10.493072987677165,7.754617311597332,0.3005027027476668,1.468098111506403,0.8097281831187411,0.2097943774095736,0.3454332552693208,0.5202821869488536,0.0,0.0
LSTM,Đà Nẵng,4893,7.703981883384221,5.20139196615338,0.4195445422890621,0.2514563917358449,0.8559166155732679,0.2049083532878914,0.2611940298507462,0.8235294117647058,0.0441176470588235,0.75
