datetime,pm25,pm10,o3,no2,so2,co,eu_aqi,aqi,city,temp,humidity,wind_speed,wind_dir,precip,pressure,cloud_cover,factories_2km,factories_5km,factories_10km,year,month,day,hour,day_of_week,is_weekend,day_of_year,season,pm25_lag_1h,pm25_lag_3h,pm25_lag_6h,pm25_lag_12h,pm25_lag_24h,pm25_roll_6h,pm25_roll_24h,pm25_roll_72h,aqi_category
2022-08-05 07:00:00,21.9,31.7,9.0,28.05,8.7,498.0,47.033333,70.762405,TP.HCM,25.6,93.374405,4.39436,304.9921,0.0,1007.1173,100.0,3,35,109,2022,8,5,7,4,0,217,Mưa,,,,,,21.899999618530273,21.899999618530273,21.899999618530273,Trung bình
2022-08-05 08:00:00,20.1,29.2,14.0,28.1,9.25,487.0,46.0,70.21277,TP.HCM,26.95,86.47713,9.904906,289.0936,0.0,1007.623,100.0,3,35,109,2022,8,5,8,4,0,217,Mưa,21.9,,,,,21.0,21.0,21.0,Trung bình
2022-08-05 09:00:00,18.2,26.4,21.0,28.15,10.1,470.0,45.94999,70.186165,TP.HCM,28.5,77.815475,11.542478,273.57626,0.0,1007.82965,100.0,3,35,109,2022,8,5,9,4,0,217,Mưa,20.1,,,,,20.066666920979817,20.066666920979817,20.066666920979817,Trung bình
2022-08-05 10:00:00,16.8,24.5,34.0,26.35,10.9,432.0,45.766663,70.088646,TP.HCM,29.5,75.21911,15.03835,281.0409,0.0,1007.4345,100.0,3,35,109,2022,8,5,10,4,0,217,Mưa,18.2,21.9,,,,19.25,19.25,19.25,Trung bình
2022-08-05 11:00:00,16.2,23.8,47.0,22.0,11.1,381.0,45.450005,69.92022,TP.HCM,30.35,70.56822,17.447933,291.80145,0.1,1007.03894,100.0,3,35,109,2022,8,5,11,4,0,217,Mưa,16.8,20.1,,,,18.64000015258789,18.64000015258789,18.64000015258789,Trung bình
2022-08-05 12:00:00,18.0,26.4,63.0,16.05,11.05,318.0,44.683342,69.51241,TP.HCM,31.0,69.01849,18.86139,293.6294,0.1,1006.4428,100.0,3,35,109,2022,8,5,12,4,0,217,Mưa,16.2,18.2,,,,18.53333346048991,18.53333346048991,18.53333346048991,Trung bình
2022-08-05 13:00:00,17.5,25.7,80.0,10.2,10.8,252.0,43.833336,69.06029,TP.HCM,31.05,68.411644,18.720001,292.6199,0.1,1005.1446,100.0,3,35,109,2022,8,5,13,4,0,217,Mưa,18.0,16.8,21.9,,,17.800000190734863,18.385714394705637,18.385714394705637,Trung bình
2022-08-05 14:00:00,16.7,24.5,88.0,7.9,10.4,223.0,42.450005,68.32447,TP.HCM,31.55,67.292,16.267857,294.86368,0.1,1003.9484,100.0,3,35,109,2022,8,5,14,4,0,217,Mưa,17.5,16.2,20.1,,,17.233333587646484,18.175000190734863,18.175000190734863,Trung bình
2022-08-05 15:00:00,15.4,22.6,93.0,6.95,9.85,207.0,40.966667,67.53546,TP.HCM,30.2,71.391266,18.391737,310.23627,1.7,1003.84265,100.0,3,35,109,2022,8,5,15,4,0,217,Mưa,16.7,18.0,18.2,,,16.766666730244953,17.866666793823242,17.866666793823242,Trung bình
2022-08-05 16:00:00,15.0,22.1,89.0,12.25,9.05,236.0,39.658337,66.65781,TP.HCM,26.5,84.38056,6.1305785,310.2363,6.4,1003.9257,100.0,3,35,109,2022,8,5,16,4,0,217,Mưa,15.4,17.5,16.8,,,16.46666685740153,17.580000114440917,17.580000114440917,Trung bình
2022-08-05 17:00:00,15.9,23.3,70.0,26.6,8.4,334.0,38.825,65.77128,TP.HCM,26.05,85.09988,7.653705,221.18582,0.9,1004.5228,100.0,3,35,109,2022,8,5,17,4,0,217,Mưa,15.0,16.7,16.2,,,16.416666666666668,17.42727279663086,17.42727279663086,Trung bình
2022-08-05 18:00:00,22.6,32.8,41.0,46.65,7.7,475.0,38.033337,64.92908,TP.HCM,25.45,87.122696,9.9571085,282.5288,0.5,1006.01825,100.0,3,35,109,2022,8,5,18,4,0,217,Mưa,15.9,15.4,18.0,,,17.18333339691162,17.858333428700764,17.858333428700764,Trung bình
2022-08-05 19:00:00,18.0,26.0,10.0,57.0,7.45,544.0,37.783337,64.663124,TP.HCM,26.6,84.13766,9.826088,298.4428,0.7,1006.22296,100.0,3,35,109,2022,8,5,19,4,0,217,Mưa,22.6,15.0,17.5,21.9,,17.266666730244953,17.869230857262245,17.869230857262245,Trung bình
2022-08-05 20:00:00,15.4,22.1,8.0,56.2,7.95,581.0,36.633335,63.439716,TP.HCM,26.0,88.492714,7.10031,329.53452,0.0,1007.1192,100.0,3,35,109,2022,8,5,20,4,0,217,Mưa,18.0,15.9,16.7,20.1,,17.049999872843426,17.69285719735282,17.69285719735282,Trung bình
2022-08-05 21:00:00,17.3,24.9,6.0,55.1,8.65,632.0,36.183334,62.960995,TP.HCM,25.8,88.74313,5.692099,325.30478,0.0,1007.7174,100.0,3,35,109,2022,8,5,21,4,0,217,Mưa,15.4,22.6,15.4,18.2,,17.366666475931805,17.666666666666668,17.666666666666668,Trung bình
2022-08-05 22:00:00,20.8,29.8,4.0,53.7,10.1,672.0,36.25,63.031914,TP.HCM,25.75,89.00654,3.6179552,275.7105,0.0,1007.9168,100.0,3,35,109,2022,8,5,22,4,0,217,Mưa,17.3,18.0,15.0,16.8,,18.333333015441895,17.862499952316284,17.862499952316284,Trung bình
2022-08-05 23:00:00,23.3,33.5,3.0,53.45,12.05,656.0,36.666664,63.475174,TP.HCM,25.35,90.872086,6.638072,229.39879,0.0,1007.7153,100.0,3,35,109,2022,8,5,23,4,0,217,Mưa,20.8,15.4,15.9,16.2,,19.56666628519694,18.182352851418887,18.182352851418887,Trung bình
2022-08-06 00:00:00,24.6,35.4,3.0,53.45,14.5,617.0,37.141663,63.98049,TP.HCM,25.2,91.68675,5.315336,241.69934,0.0,1007.415,100.0,3,35,109,2022,8,6,0,5,1,218,Mưa,23.3,17.3,22.6,18.0,,19.899999618530273,18.5388888253106,18.5388888253106,Trung bình
2022-08-06 01:00:00,26.4,38.0,3.0,51.7,16.2,560.0,37.674995,64.54787,TP.HCM,25.1,92.790955,5.3517847,250.34608,0.0,1006.91504,100.0,3,35,109,2022,8,6,1,5,1,218,Mưa,24.6,20.8,18.0,17.5,,21.299999554951984,18.952631498637952,18.952631498637952,Trung bình
2022-08-06 02:00:00,25.1,36.2,3.0,47.8,15.15,526.0,38.29166,65.203896,TP.HCM,24.95,93.624374,5.00128,239.74365,0.0,1006.2154,100.0,3,35,109,2022,8,6,2,5,1,218,Mưa,26.4,23.3,15.4,16.7,,22.916666348775227,19.25999994277954,19.25999994277954,Trung bình
2022-08-06 03:00:00,22.4,32.4,3.0,42.5,12.8,493.0,38.799995,65.744675,TP.HCM,24.95,93.06284,5.495161,238.39255,0.0,1005.6162,100.0,3,35,109,2022,8,6,3,5,1,218,Mưa,25.1,24.6,17.3,15.4,,23.766666412353516,19.40952373686291,19.40952373686291,Trung bình
2022-08-06 04:00:00,18.3,26.7,5.0,35.45,9.95,445.0,39.124996,66.09042,TP.HCM,25.0,93.34564,5.904439,232.43134,0.0,1005.61646,100.0,3,35,109,2022,8,6,4,5,1,218,Mưa,22.4,26.4,20.8,15.0,,23.349999745686848,19.35909080505371,19.35909080505371,Trung bình
2022-08-06 05:00:00,15.5,22.8,8.0,30.55,8.55,400.0,38.933327,65.88652,TP.HCM,24.9,93.90408,5.815978,248.19853,0.0,1005.5164,100.0,3,35,109,2022,8,6,5,5,1,218,Mưa,18.3,25.1,23.3,15.9,,22.049999872843426,19.191304248312246,19.191304248312246,Trung bình
2022-08-06 06:00:00,13.9,20.5,11.0,25.75,7.4,352.0,38.49166,65.41666,TP.HCM,24.9,93.90408,6.9899354,258.11136,0.0,1006.0157,100.0,3,35,109,2022,8,6,6,5,1,218,Mưa,15.5,22.4,24.6,22.6,,20.266666412353516,18.97083322207133,18.97083322207133,Trung bình
2022-08-06 07:00:00,12.6,18.6,18.0,20.75,6.25,297.0,37.94166,64.83156,TP.HCM,25.85,87.9497,1.5273507,224.9999,0.0,1006.71875,100.0,3,35,109,2022,8,6,7,5,1,218,Mưa,13.9,18.3,26.4,18.0,21.9,17.96666653951009,18.583333253860474,18.715999908447266,Trung bình
2022-08-06 08:00:00,11.1,16.4,18.0,21.5,7.6,310.0,37.166664,64.007095,TP.HCM,25.9,83.30144,14.57889,237.09476,1.1,1007.31836,100.0,3,35,109,2022,8,6,8,5,1,218,Mưa,12.6,15.5,25.1,15.4,20.1,15.633333206176758,18.208333253860474,18.42307684971736,Trung bình
2022-08-06 09:00:00,10.4,15.3,19.0,22.5,9.55,328.0,36.416664,63.209217,TP.HCM,26.45,82.862144,14.77755,235.92276,0.6,1007.6204,100.0,3,35,109,2022,8,6,9,5,1,218,Mưa,11.1,13.9,22.4,17.3,18.2,13.633333206176758,17.883333206176758,18.125925841154874,Trung bình
2022-08-06 10:00:00,10.7,15.7,25.0,22.5,11.6,339.0,35.766666,62.51773,TP.HCM,26.8,81.66274,11.808878,232.43134,0.1,1007.52216,100.0,3,35,109,2022,8,6,10,5,1,218,Mưa,10.4,12.6,18.3,20.8,16.8,12.366666634877523,17.629166563351948,17.860714197158813,Trung bình
2022-08-06 11:00:00,12.8,18.7,39.0,19.8,12.45,324.0,35.258335,61.97695,TP.HCM,27.4,79.31367,13.905509,248.74942,0.0,1007.12555,100.0,3,35,109,2022,8,6,11,5,1,218,Mưa,10.7,11.1,15.5,23.3,16.2,11.916666666666666,17.487499872843426,17.686206817626953,Trung bình
2022-08-06 12:00:00,15.3,22.4,59.0,15.75,12.9,298.0,34.975002,61.675537,TP.HCM,26.65,82.138756,14.689589,252.89719,2.5,1006.22327,100.0,3,35,109,2022,8,6,12,5,1,218,Mưa,12.8,10.4,13.9,24.6,18.0,12.150000095367432,17.37499988079071,17.606666596730552,Trung bình
2022-08-06 13:00:00,16.9,24.7,74.0,13.4,12.35,272.0,34.749996,61.436165,TP.HCM,27.8,79.84673,12.287555,238.17259,0.3,1005.0303,100.0,3,35,109,2022,8,6,13,5,1,218,Mưa,15.3,10.7,12.6,26.4,17.5,12.866666634877523,17.349999864896137,17.583870887756348,Trung bình
2022-08-06 14:00:00,18.5,26.9,68.0,16.15,10.15,264.0,34.699997,61.382973,TP.HCM,27.85,77.02137,21.897945,242.5925,3.6,1004.5313,100.0,3,35,109,2022,8,6,14,5,1,218,Mưa,16.9,12.8,11.1,25.1,16.7,14.099999904632568,17.424999833106995,17.612499922513962,Trung bình
2022-08-06 15:00:00,17.2,25.1,54.0,21.3,6.95,262.0,34.85,61.542553,TP.HCM,26.4,87.46974,11.659777,261.11942,2.1,1004.12524,100.0,3,35,109,2022,8,6,15,5,1,218,Mưa,18.5,15.3,10.4,22.4,15.4,15.233333428700766,17.49999988079071,17.599999947981402,Trung bình
2022-08-06 16:00:00,16.2,23.5,35.0,29.2,4.2,294.0,35.0,61.702126,TP.HCM,26.25,87.1943,10.787993,244.2901,0.8,1003.8247,100.0,3,35,109,2022,8,6,16,5,1,218,Mưa,17.2,16.9,10.7,18.3,15.0,16.150000254313152,17.549999912579853,17.55882350136252,Trung bình
2022-08-06 17:00:00,15.8,22.8,24.0,35.7,4.7,356.0,35.100002,61.808514,TP.HCM,26.25,87.456635,15.629971,241.07367,0.5,1004.32404,100.0,3,35,109,2022,8,6,17,5,1,218,Mưa,16.2,18.5,12.8,15.5,15.9,16.650000254313152,17.545833269755047,17.508571406773157,Trung bình
2022-08-06 18:00:00,16.7,24.0,15.0,42.9,6.5,442.0,35.091667,61.799644,TP.HCM,26.05,87.17648,10.041354,255.4655,0.4,1005.0221,100.0,3,35,109,2022,8,6,18,5,1,218,Mưa,15.8,17.2,15.3,13.9,22.6,16.883333683013916,17.299999952316284,17.48611111111111,Trung bình
2022-08-06 19:00:00,17.2,24.9,6.0,53.0,7.1,478.0,34.600002,61.276596,TP.HCM,25.5,88.45225,5.0528407,265.91446,0.2,1004.9197,100.0,3,35,109,2022,8,6,19,5,1,218,Mưa,16.7,16.2,16.9,12.6,18.0,16.93333387374878,17.266666650772095,17.478378398998363,Trung bình
2022-08-06 20:00:00,22.1,31.9,6.0,52.65,8.05,568.0,34.533337,61.20568,TP.HCM,25.4,90.05851,4.39436,235.0079,0.0,1005.71826,100.0,3,35,109,2022,8,6,20,5,1,218,Mưa,17.2,15.8,18.5,11.1,15.4,17.53333393732707,17.545833349227905,17.600000030116032,Trung bình
2022-08-06 21:00:00,26.0,37.5,5.0,52.2,9.4,696.0,35.091667,61.799644,TP.HCM,25.45,90.60565,4.1046314,232.12495,0.0,1006.41766,100.0,3,35,109,2022,8,6,21,5,1,218,Mưa,22.1,16.7,17.2,10.4,17.3,19.000000476837158,17.908333381017048,17.81538464472844,Trung bình
2022-08-06 22:00:00,29.2,42.0,4.0,51.85,11.95,834.0,35.81667,62.570923,TP.HCM,25.3,92.5231,5.00128,210.25635,0.0,1007.01587,100.0,3,35,109,2022,8,6,22,5,1,218,Mưa,26.0,17.2,16.2,10.7,20.8,21.166667143503826,18.258333444595337,18.100000047683714,Trung bình
2022-08-06 23:00:00,32.2,46.4,2.0,52.8,15.4,891.0,36.516674,63.315613,TP.HCM,25.35,93.6428,5.634891,206.56499,0.0,1007.21594,100.0,3,35,109,2022,8,6,23,5,1,218,Mưa,29.2,22.1,15.8,12.8,23.3,23.90000057220459,18.629166841506958,18.443902504153368,Trung bình
2022-08-07 00:00:00,34.9,50.4,1.0,54.25,19.6,922.0,37.25834,64.104614,TP.HCM,25.25,95.052055,6.989936,214.50858,0.0,1006.71625,100.0,3,35,109,2022,8,7,0,6,1,219,Mưa,32.2,26.0,16.7,15.3,24.6,26.9333340326945,19.05833355585734,18.835714385623024,Trung bình
2022-08-07 01:00:00,36.2,52.2,0.0,53.15,22.25,889.0,38.11667,65.01774,TP.HCM,25.3,95.33881,7.7879906,213.6901,0.0,1005.6178,100.0,3,35,109,2022,8,7,1,6,1,219,Mưa,34.9,29.2,17.2,16.9,26.4,30.100000699361164,19.46666693687439,19.23953499904899,Trung bình
2022-08-07 02:00:00,28.9,41.9,2.0,47.75,19.55,764.0,38.93334,65.886536,TP.HCM,25.2,94.48231,10.44,226.39711,0.0,1005.3179,100.0,3,35,109,2022,8,7,2,6,1,219,Mưa,36.2,32.2,22.1,18.5,25.1,31.233333905537922,19.62500023841858,19.459091013128106,Trung bình
2022-08-07 03:00:00,20.3,29.7,6.0,39.9,14.4,580.0,39.250004,66.223404,TP.HCM,25.05,94.47632,12.10157,239.62096,0.0,1004.41846,100.0,3,35,109,2022,8,7,3,6,1,219,Mưa,28.9,34.9,26.0,17.2,22.4,30.283333778381348,19.537500222524006,19.477777862548827,Trung bình
2022-08-07 04:00:00,15.4,22.8,11.0,30.2,8.8,374.0,39.075,66.03724,TP.HCM,24.9,94.1868,13.363711,242.74475,0.0,1004.71747,100.0,3,35,109,2022,8,7,4,6,1,219,Mưa,20.3,36.2,29.2,16.2,18.3,27.983333587646484,19.416666905085247,19.38913050941799,Trung bình
2022-08-07 05:00:00,12.0,17.6,16.0,24.65,7.5,298.0,38.833336,65.78014,TP.HCM,24.7,92.770164,12.879752,243.43501,0.0,1005.2158,100.0,3,35,109,2022,8,7,5,6,1,219,Mưa,15.4,28.9,32.2,15.8,15.5,24.616666793823242,19.27083357175191,19.231914966664416,Trung bình
2022-08-07 06:00:00,10.2,14.9,21.0,19.75,7.4,257.0,38.541668,65.469864,TP.HCM,24.55,92.20369,11.435313,241.8215,0.0,1005.4146,100.0,3,35,109,2022,8,7,6,6,1,219,Mưa,12.0,20.3,34.9,16.7,13.9,20.49999984105428,19.11666691303253,19.04375006755193,Trung bình
2022-08-07 07:00:00,12.0,17.7,25.0,17.4,8.9,262.0,38.233334,65.141846,TP.HCM,25.1,88.1526,14.494192,255.61856,0.0,1006.6155,100.0,3,35,109,2022,8,7,7,6,1,219,Mưa,10.2,15.4,36.2,17.2,12.6,16.466666380564373,19.09166689713796,18.90000006617332,Trung bình
2022-08-07 08:00:00,11.5,17.1,22.0,20.15,10.25,297.0,38.183334,65.08865,TP.HCM,25.6,85.829384,18.161278,256.2392,0.0,1007.1173,100.0,3,35,109,2022,8,7,8,6,1,219,Mưa,12.0,12.0,28.9,22.1,11.1,13.56666644414266,19.108333547910053,18.752000064849852,Trung bình
2022-08-07 09:00:00,12.5,18.6,19.0,24.0,12.15,347.0,38.216667,65.124115,TP.HCM,27.05,79.98729,18.94024,261.2539,0.0,1007.1239,100.0,3,35,109,2022,8,7,9,6,1,219,Mưa,11.5,10.2,20.3,26.0,10.4,12.266666571299234,19.195833563804626,18.62941182828417,Trung bình
2022-08-07 10:00:00,15.3,22.5,22.0,26.55,14.2,389.0,38.391666,65.31028,TP.HCM,28.0,75.89097,19.164719,264.61078,0.0,1006.7288,100.0,3,35,109,2022,8,7,10,6,1,219,Mưa,12.5,12.0,15.4,29.2,10.7,12.25,19.387500246365864,18.565384681408222,Trung bình
2022-08-07 11:00:00,17.4,25.7,39.0,23.4,14.95,375.0,38.774998,65.71809,TP.HCM,28.6,75.30199,18.089775,264.2895,0.1,1006.23206,100.0,3,35,109,2022,8,7,11,6,1,219,Mưa,15.3,11.5,12.0,32.2,12.8,13.149999936421713,19.579166889190674,18.54339628399543,Trung bình
2022-08-07 12:00:00,20.3,30.2,64.0,17.85,15.3,339.0,39.158333,66.125885,TP.HCM,29.45,73.2109,20.5484,266.98727,0.2,1005.5371,100.0,3,35,109,2022,8,7,12,6,1,219,Mưa,17.4,12.5,10.2,34.9,15.3,14.833333174387613,19.78750018278758,18.575925968311452,Trung bình
2022-08-07 13:00:00,22.2,33.2,83.0,14.5,14.85,303.0,39.574997,66.569145,TP.HCM,27.85,81.060005,13.979871,281.88864,4.1,1004.4314,100.0,3,35,109,2022,8,7,13,6,1,219,Mưa,20.3,15.3,12.0,36.2,16.9,16.53333330154419,20.008333563804626,18.641818237304687,Trung bình
2022-08-07 14:00:00,18.0,26.7,72.0,18.9,13.25,301.0,40.033333,67.03901,TP.HCM,28.85,81.42772,15.256526,250.70985,0.9,1004.1362,100.0,3,35,109,2022,8,7,14,6,1,219,Mưa,22.2,17.4,11.5,28.9,18.5,17.61666663487752,19.987500230471294,18.63035719735282,Trung bình
2022-08-07 15:00:00,17.8,26.0,48.0,26.75,10.9,309.0,39.975,66.99468,TP.HCM,26.9,82.66524,16.171976,253.17851,11.1,1004.32715,100.0,3,35,109,2022,8,7,15,6,1,219,Mưa,18.0,20.3,12.5,20.3,17.2,18.49999984105428,20.012500166893005,18.61578951383892,Trung bình
2022-08-07 16:00:00,18.7,27.3,21.0,36.75,8.6,335.0,40.049995,67.04787,TP.HCM,26.45,87.73677,8.669949,265.23645,2.7,1004.5247,100.0,3,35,109,2022,8,7,16,6,1,219,Mưa,17.8,22.2,15.3,15.4,16.2,19.06666660308838,20.116666833559673,18.61724143192686,Trung bình
2022-08-07 17:00:00,19.5,28.5,12.0,42.25,8.3,369.0,40.466667,67.2695,TP.HCM,26.4,91.211845,7.968939,251.56496,2.2,1004.5247,100.0,3,35,109,2022,8,7,17,6,1,219,Mưa,18.7,18.0,17.4,12.0,15.8,19.416666666666668,20.270833492279053,18.632203441555216,Trung bình
2022-08-07 18:00:00,18.5,26.9,7.0,47.2,8.7,414.0,41.08333,67.59751,TP.HCM,26.25,91.202446,10.028439,248.96242,1.2,1005.0231,100.0,3,35,109,2022,8,7,18,6,1,219,Mưa,19.5,17.8,20.3,10.2,16.7,19.116666793823242,20.34583346048991,18.63000005086263,Trung bình
2022-08-07 19:00:00,19.8,28.8,6.0,49.6,9.65,523.0,41.38333,67.757095,TP.HCM,25.65,90.076096,5.0911684,315.0001,0.5,1005.3201,100.0,3,35,109,2022,8,7,19,6,1,219,Mưa,18.5,18.7,22.2,12.0,17.2,18.71666653951009,20.454166730244953,18.649180365390464,Trung bình
2022-08-07 20:00:00,21.1,30.6,6.0,49.5,10.3,569.0,41.816658,67.98759,TP.HCM,25.75,91.71935,4.3349743,311.63345,0.0,1006.0194,100.0,3,35,109,2022,8,7,20,6,1,219,Mưa,19.8,19.5,18.0,11.5,22.1,19.233333269755047,20.41250006357829,18.688709720488518,Trung bình
2022-08-07 21:00:00,23.5,34.2,5.0,49.4,11.3,634.0,41.649994,67.89893,TP.HCM,25.85,92.00032,3.6179552,264.2895,0.0,1006.9185,100.0,3,35,109,2022,8,7,21,6,1,219,Mưa,21.1,18.5,17.8,12.5,26.0,20.18333339691162,20.30833339691162,18.76507940746489,Trung bình
2022-08-07 22:00:00,28.2,41.1,4.0,49.0,12.7,702.0,41.23333,67.6773,TP.HCM,25.85,91.17736,6.9247384,242.10283,0.0,1007.01843,100.0,3,35,109,2022,8,7,22,6,1,219,Mưa,23.5,19.8,18.7,15.3,29.2,21.766666730244953,20.266666730244953,18.91250005364418,Trung bình
2022-08-07 23:00:00,31.8,46.2,3.0,48.8,14.05,728.0,41.066666,67.58865,TP.HCM,25.65,75.98608,12.661564,255.17348,0.0,1007.1177,100.0,3,35,109,2022,8,7,23,6,1,219,Mưa,28.2,21.1,19.5,17.4,32.2,23.81666660308838,20.25,19.110769271850586,Trung bình
2022-08-08 00:00:00,32.0,46.6,2.0,48.55,15.55,740.0,41.0,67.55319,TP.HCM,25.15,77.32241,9.659814,243.43501,0.0,1006.3162,100.0,3,35,109,2022,8,8,0,0,0,220,Mưa,31.8,23.5,18.5,20.3,34.9,26.06666660308838,20.12916660308838,19.306060646519516,Trung bình
2022-08-08 01:00:00,27.7,40.5,3.0,46.85,16.4,716.0,40.51667,67.2961,TP.HCM,24.85,81.17088,7.729527,242.24155,0.0,1005.91547,100.0,3,35,109,2022,8,8,1,0,0,220,Mưa,32.0,28.2,19.8,22.2,36.2,27.383333524068195,19.77499993642171,19.43134333482429,Trung bình
2022-08-08 02:00:00,24.7,36.3,6.0,43.55,15.3,646.0,39.55,66.54256,TP.HCM,24.75,83.93531,7.42159,247.1663,0.0,1005.51544,100.0,3,35,109,2022,8,8,2,0,0,220,Mưa,27.7,31.8,21.1,18.0,28.9,27.983333587646484,19.599999984105427,19.508823591120102,Trung bình
2022-08-08 03:00:00,22.6,33.4,9.0,39.1,13.25,544.0,39.2,66.17021,TP.HCM,24.65,87.315605,6.297428,239.03632,0.0,1005.31537,100.0,3,35,109,2022,8,8,3,0,0,220,Mưa,24.7,32.0,23.5,17.8,20.3,27.833333651224773,19.69583336512248,19.55362325474836,Trung bình
2022-08-08 04:00:00,20.3,30.2,14.0,34.35,10.8,435.0,39.39167,66.374115,TP.HCM,24.8,89.20244,5.6002855,224.9999,0.0,1005.1162,100.0,3,35,109,2022,8,8,4,0,0,220,Mưa,22.6,27.7,28.2,18.7,15.4,26.516666730244953,19.900000015894573,19.56428576878139,Trung bình
2022-08-08 05:00:00,18.9,28.0,15.0,32.95,9.7,405.0,39.8,66.80851,TP.HCM,24.8,90.836235,6.297428,239.03632,0.0,1005.61554,100.0,3,35,109,2022,8,8,5,0,0,220,Mưa,20.3,24.7,31.8,19.5,12.0,24.366666793823242,20.1875,19.554929625820105,Trung bình
2022-08-08 06:00:00,19.2,28.2,16.0,32.6,8.9,398.0,40.75,67.42021,TP.HCM,24.75,90.832924,8.049845,259.69522,0.6,1006.0148,100.0,3,35,109,2022,8,8,6,0,0,220,Mưa,18.9,22.6,32.0,18.5,10.2,22.233333587646484,20.56250003973643,19.550000058280098,Trung bình
2022-08-08 07:00:00,34.9,50.8,19.0,33.2,12.8,574.0,42.250008,68.21809,TP.HCM,25.35,87.90742,7.10031,239.53453,0.3,1005.9177,100.0,3,35,109,2022,8,8,7,0,0,220,Mưa,19.2,20.3,27.7,19.8,12.0,23.43333371480306,21.516666769981384,19.730555640326607,Trung bình
2022-08-08 08:00:00,24.3,35.9,21.0,34.15,12.5,539.0,46.066673,70.24823,TP.HCM,26.6,84.90048,10.086427,235.17543,0.0,1006.5226,100.0,3,35,109,2022,8,8,8,0,0,220,Mưa,34.9,18.9,24.7,21.1,11.5,23.366666793823242,22.050000071525574,19.788888957765366,Trung bình
2022-08-08 09:00:00,22.3,32.7,23.0,35.5,12.1,491.0,48.200005,71.38298,TP.HCM,27.55,82.49368,12.620554,266.72958,0.2,1007.0263,100.0,3,35,109,2022,8,8,9,0,0,220,Mưa,24.3,19.2,22.6,23.5,12.5,23.31666660308838,22.458333373069763,19.845833381017048,Trung bình
2022-08-08 10:00:00,20.0,29.2,28.0,36.75,12.1,445.0,49.833336,72.25177,TP.HCM,26.6,85.4124,14.264361,259.82455,0.8,1006.82214,100.0,3,35,109,2022,8,8,10,0,0,220,Mưa,22.3,34.9,20.3,28.2,15.3,23.266666730244953,22.65416669845581,19.890277836057876,Trung bình
2022-08-08 11:00:00,23.2,33.8,35.0,36.25,13.0,444.0,50.61667,72.66844,TP.HCM,27.35,82.47005,8.759178,279.46225,0.5,1006.3263,100.0,3,35,109,2022,8,8,11,0,0,220,Mưa,20.0,24.3,18.9,31.8,17.4,23.983333587646484,22.895833412806194,19.987500058280098,Trung bình
2022-08-08 12:00:00,25.0,36.3,44.0,35.15,14.4,459.0,51.583336,73.182625,TP.HCM,26.95,86.7362,11.4862,302.1957,1.5,1005.6257,100.0,3,35,109,2022,8,8,12,0,0,220,Mưa,23.2,22.3,19.2,32.0,20.3,24.950000127156574,23.09166677792867,20.08472228050232,Trung bình
2022-08-08 13:00:00,27.9,40.3,52.0,35.9,15.7,484.0,52.36667,73.59929,TP.HCM,26.95,82.67109,21.749481,257.57407,3.2,1005.2262,100.0,3,35,109,2022,8,8,13,0,0,220,Mưa,25.0,20.0,34.9,27.7,22.2,23.78333314259847,23.329166730244953,20.229166719648575,Trung bình
2022-08-08 14:00:00,27.5,39.7,53.0,39.6,15.7,496.0,53.316673,74.104614,TP.HCM,26.2,87.18983,13.339445,273.094,3.1,1005.0231,100.0,3,35,109,2022,8,8,14,0,0,220,Mưa,27.9,23.2,24.3,24.7,18.0,24.31666660308838,23.72500006357829,20.379166709052193,Trung bình
2022-08-08 15:00:00,28.6,41.3,52.0,45.1,15.2,509.0,54.9,74.94681,TP.HCM,25.75,86.88712,13.698934,273.01273,2.4,1005.0208,100.0,3,35,109,2022,8,8,15,0,0,220,Mưa,27.5,25.0,22.3,22.6,17.8,25.366666793823242,24.175000111262005,20.562500052981907,Trung bình
2022-08-08 16:00:00,29.5,42.6,45.0,53.15,14.3,538.0,56.69999,75.90425,TP.HCM,25.65,85.83431,13.397612,263.82993,2.0,1004.72095,100.0,3,35,109,2022,8,8,16,0,0,220,Mưa,28.6,27.9,20.0,20.3,18.7,26.950000127156574,24.62500007947286,20.763888941870796,Trung bình
2022-08-08 17:00:00,24.7,35.9,35.0,59.95,13.4,575.0,58.499992,76.861694,TP.HCM,25.55,86.345314,11.183201,266.3087,2.2,1005.01984,100.0,3,35,109,2022,8,8,17,0,0,220,Mưa,29.5,27.5,23.2,18.9,19.5,27.200000127156574,24.84166677792867,20.88611117998759,Trung bình
2022-08-08 18:00:00,26.0,37.4,21.0,67.3,12.25,620.0,59.36667,77.3227,TP.HCM,25.15,90.859055,9.0,270.0,0.9,1005.4175,100.0,3,35,109,2022,8,8,18,0,0,220,Mưa,24.7,28.6,25.0,19.2,18.5,27.366666793823242,25.15416677792867,20.93333339691162,Trung bình
2022-08-08 19:00:00,22.9,32.9,6.0,60.7,11.0,611.0,60.123333,77.98759,TP.HCM,25.35,89.78402,11.928989,264.80566,1.4,1005.9177,100.0,3,35,109,2022,8,8,19,0,0,220,Mưa,26.0,29.5,27.9,34.9,19.8,26.53333346048991,25.28333346048991,21.001388947168987,Trung bình
